neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Brooklyn,Park Slope,Entire home/apt,325,4,2,0.05,1,0
Queens,Jackson Heights,Entire home/apt,139,1,0,1.3732214298586618,1,0
Manhattan,Harlem,Private room,50,1,0,1.3732214298586618,1,0
Manhattan,Hell's Kitchen,Entire home/apt,207,1,0,1.3732214298586618,1,0
Bronx,Kingsbridge,Private room,85,3,0,1.3732214298586618,1,89
Brooklyn,Bedford-Stuyvesant,Private room,130,3,6,0.23,1,0
Brooklyn,Clinton Hill,Entire home/apt,175,4,5,1.19,1,40
Queens,Astoria,Private room,100,1,3,0.41,1,0
Brooklyn,Greenpoint,Entire home/apt,145,30,44,2.07,1,205
Queens,Fresh Meadows,Private room,125,7,0,1.3732214298586618,1,365
Manhattan,Morningside Heights,Private room,150,1,0,1.3732214298586618,1,0
Manhattan,Midtown,Entire home/apt,339,3,18,1.37,12,0
Manhattan,Harlem,Entire home/apt,125,1,10,0.17,1,297
Queens,Forest Hills,Private room,50,3,30,1.28,3,220
Manhattan,Washington Heights,Private room,105,3,104,1.79,1,288
Brooklyn,Crown Heights,Private room,68,1,91,1.78,7,329
Brooklyn,Bay Ridge,Entire home/apt,595,1,4,4.0,1,57
Manhattan,Midtown,Entire home/apt,185,30,3,0.16,91,147
Manhattan,Chelsea,Private room,120,1,18,0.55,1,0
Manhattan,Little Italy,Entire home/apt,95,2,2,1.33,2,0
Brooklyn,Sheepshead Bay,Private room,60,1,56,7.24,3,48
Manhattan,East Harlem,Private room,55,3,24,0.86,2,81
Manhattan,Hell's Kitchen,Private room,118,2,16,0.63,1,24
Brooklyn,Crown Heights,Private room,55,14,0,1.3732214298586618,2,61
Manhattan,Hell's Kitchen,Private room,89,5,2,0.32,1,0
Manhattan,Harlem,Entire home/apt,80,3,12,0.25,1,0
Staten Island,West Brighton,Private room,69,2,56,1.8,5,355
Manhattan,Hell's Kitchen,Private room,84,2,5,0.09,3,0
Manhattan,Upper East Side,Entire home/apt,120,3,38,3.37,2,5
Manhattan,Lower East Side,Entire home/apt,85,1,0,1.3732214298586618,1,0
Manhattan,Harlem,Entire home/apt,135,30,2,0.88,1,7
Manhattan,East Village,Private room,95,1,7,0.19,1,0
Brooklyn,Vinegar Hill,Entire home/apt,275,1,1,0.13,1,0
Brooklyn,Dyker Heights,Entire home/apt,160,3,52,1.2,1,291
Brooklyn,Canarsie,Private room,100,1,1,1.0,5,365
Manhattan,Chinatown,Entire home/apt,155,1,16,1.22,4,301
Queens,Astoria,Entire home/apt,110,13,1,0.03,1,0
Manhattan,Harlem,Entire home/apt,199,3,17,0.65,1,280
Brooklyn,Bushwick,Private room,65,3,0,1.3732214298586618,1,3
Manhattan,Harlem,Private room,59,5,26,0.61,1,0
Manhattan,Washington Heights,Private room,30,5,2,0.14,1,0
Brooklyn,East Flatbush,Private room,95,2,7,0.13,3,365
Manhattan,Little Italy,Private room,70,28,26,1.99,3,147
Manhattan,NoHo,Entire home/apt,199,2,3,3.0,1,36
Manhattan,Chelsea,Private room,72,14,11,0.16,3,297
Brooklyn,Bedford-Stuyvesant,Private room,100,1,2,0.26,1,311
Manhattan,East Village,Private room,78,1,8,0.35,2,0
Manhattan,Upper West Side,Entire home/apt,149,1,62,4.77,1,224
Manhattan,Chelsea,Private room,55,2,5,0.13,1,0
Manhattan,Upper West Side,Entire home/apt,200,30,9,0.28,2,139
Manhattan,East Village,Entire home/apt,200,10,35,0.46,1,51
Bronx,Highbridge,Entire home/apt,240,1,22,1.4,3,1
Queens,Ozone Park,Shared room,25,10,0,1.3732214298586618,1,0
Manhattan,Chelsea,Entire home/apt,240,1,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,400,1,5,1.23,2,5
Manhattan,Inwood,Entire home/apt,160,3,0,1.3732214298586618,1,0
Manhattan,Lower East Side,Private room,52,14,4,0.61,1,0
Brooklyn,Bushwick,Entire home/apt,145,4,40,2.8,1,38
Brooklyn,Williamsburg,Entire home/apt,75,7,10,0.15,1,0
Brooklyn,East Flatbush,Private room,45,27,6,0.19,1,94
Brooklyn,Bedford-Stuyvesant,Private room,60,3,0,1.3732214298586618,2,0
Brooklyn,Williamsburg,Private room,53,4,1,0.06,1,0
Queens,Long Island City,Private room,125,1,0,1.3732214298586618,1,358
Brooklyn,Crown Heights,Entire home/apt,275,4,6,0.26,1,96
Manhattan,Morningside Heights,Entire home/apt,120,5,3,0.07,1,0
Manhattan,Financial District,Entire home/apt,164,29,0,1.3732214298586618,327,328
Queens,Long Island City,Entire home/apt,115,2,5,0.15,1,66
Brooklyn,Fort Greene,Entire home/apt,239,3,19,0.33,1,257
Brooklyn,Cobble Hill,Entire home/apt,147,3,23,0.51,1,2
Brooklyn,Williamsburg,Entire home/apt,220,2,6,0.84,1,16
Manhattan,Harlem,Private room,88,30,0,1.3732214298586618,7,360
Manhattan,Upper East Side,Entire home/apt,115,3,38,1.81,1,0
Manhattan,Financial District,Entire home/apt,200,1,1,1.0,1,326
Queens,Ridgewood,Private room,50,1,22,1.53,7,59
Manhattan,Chinatown,Private room,119,6,117,3.65,2,207
Manhattan,Upper West Side,Private room,75,1,8,2.64,2,75
Manhattan,Upper West Side,Entire home/apt,145,3,8,0.13,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,2,13,1.26,1,1
Brooklyn,Bushwick,Private room,65,2,15,2.81,8,344
Brooklyn,Williamsburg,Entire home/apt,115,4,6,0.22,1,0
Brooklyn,Williamsburg,Private room,60,1,81,8.97,4,0
Brooklyn,Bedford-Stuyvesant,Private room,79,2,3,2.43,1,96
Brooklyn,Sunset Park,Entire home/apt,160,30,36,1.21,1,53
Brooklyn,Crown Heights,Private room,54,2,47,2.05,4,345
Brooklyn,Williamsburg,Private room,74,5,0,1.3732214298586618,1,0
Manhattan,East Harlem,Entire home/apt,130,2,3,0.1,1,0
Manhattan,Kips Bay,Entire home/apt,270,1,0,1.3732214298586618,1,0
Brooklyn,Park Slope,Entire home/apt,300,3,14,2.22,1,311
Manhattan,West Village,Private room,100,5,8,0.26,1,0
Manhattan,Harlem,Entire home/apt,140,1,52,1.05,1,222
Manhattan,Murray Hill,Entire home/apt,195,30,1,0.05,50,365
Brooklyn,Bushwick,Private room,39,2,9,0.29,3,79
Brooklyn,East New York,Private room,39,2,54,5.63,2,60
Manhattan,Hell's Kitchen,Shared room,75,1,9,2.33,5,363
Brooklyn,Gowanus,Entire home/apt,91,6,69,0.76,1,265
Manhattan,SoHo,Private room,250,1,10,0.26,1,364
Brooklyn,South Slope,Entire home/apt,151,2,0,1.3732214298586618,1,0
Brooklyn,Greenpoint,Entire home/apt,96,4,0,1.3732214298586618,1,0
Manhattan,Lower East Side,Entire home/apt,250,3,68,1.36,2,166
Brooklyn,Williamsburg,Entire home/apt,249,3,150,1.55,1,277
Manhattan,Harlem,Private room,85,2,76,3.68,2,0
Brooklyn,Greenpoint,Entire home/apt,112,10,11,0.28,1,21
Brooklyn,Bushwick,Entire home/apt,207,2,78,3.06,1,231
Manhattan,Gramercy,Entire home/apt,325,2,0,1.3732214298586618,1,194
Brooklyn,Prospect Heights,Private room,74,1,4,0.15,1,0
Manhattan,Upper East Side,Private room,175,2,3,0.08,1,0
Brooklyn,Sheepshead Bay,Private room,89,2,0,1.3732214298586618,1,59
Manhattan,Morningside Heights,Private room,60,30,7,0.27,2,246
Queens,Astoria,Private room,58,1,5,0.26,1,0
Manhattan,Midtown,Private room,233,2,0,1.3732214298586618,11,213
Queens,Springfield Gardens,Entire home/apt,150,3,1,1.0,1,365
Brooklyn,Sunset Park,Private room,75,1,1,0.15,1,365
Brooklyn,Williamsburg,Entire home/apt,195,2,145,4.03,2,230
Manhattan,Harlem,Entire home/apt,450,7,6,0.16,1,0
Brooklyn,Bay Ridge,Entire home/apt,170,4,137,2.55,1,302
Manhattan,Kips Bay,Entire home/apt,120,26,22,0.6,1,0
Manhattan,Hell's Kitchen,Private room,125,4,1,0.07,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,5,3,0.46,1,24
Manhattan,Chelsea,Entire home/apt,250,4,11,0.35,1,0
Brooklyn,Bedford-Stuyvesant,Private room,99,5,1,0.16,1,0
Manhattan,Inwood,Private room,60,3,83,2.39,1,300
Brooklyn,Flatbush,Entire home/apt,62,15,7,0.19,1,0
Manhattan,Upper East Side,Entire home/apt,150,1,1,1.0,1,130
Brooklyn,Fort Greene,Entire home/apt,130,35,5,0.05,1,135
Queens,Long Island City,Private room,70,4,3,0.29,1,0
Brooklyn,Bedford-Stuyvesant,Shared room,200,1,0,1.3732214298586618,1,365
Brooklyn,Fort Greene,Entire home/apt,195,1,6,0.49,1,0
Brooklyn,Windsor Terrace,Entire home/apt,100,1,7,0.16,1,0
Manhattan,Upper East Side,Private room,64,2,7,0.35,1,0
Queens,Ditmars Steinway,Private room,35,4,5,0.32,1,0
Manhattan,East Harlem,Private room,75,1,12,0.51,2,0
Manhattan,Greenwich Village,Entire home/apt,200,4,0,1.3732214298586618,1,0
Brooklyn,Prospect Heights,Private room,37,180,0,1.3732214298586618,1,0
Brooklyn,Fort Greene,Entire home/apt,100,2,13,0.35,1,0
Brooklyn,Fort Greene,Private room,112,5,2,0.37,1,12
Brooklyn,Bedford-Stuyvesant,Private room,100,2,4,2.67,3,63
Queens,Sunnyside,Private room,76,2,53,3.15,2,76
Manhattan,Civic Center,Entire home/apt,130,30,2,0.03,52,365
Brooklyn,Brighton Beach,Entire home/apt,160,2,1,0.42,1,102
Brooklyn,Red Hook,Private room,280,1,0,1.3732214298586618,1,90
Queens,Flushing,Private room,60,1,66,3.07,8,67
Manhattan,Financial District,Entire home/apt,135,35,0,1.3732214298586618,1,105
Brooklyn,Williamsburg,Private room,90,2,15,0.41,1,188
Brooklyn,East Flatbush,Private room,40,30,3,0.23,3,288
Queens,Astoria,Private room,40,2,50,1.63,2,179
Manhattan,Harlem,Private room,50,1,0,1.3732214298586618,1,21
Brooklyn,Greenpoint,Private room,45,7,2,0.05,1,0
Manhattan,Chinatown,Entire home/apt,170,4,0,1.3732214298586618,1,0
Brooklyn,Bushwick,Private room,65,2,28,0.7,1,204
Manhattan,Gramercy,Entire home/apt,1000,3,7,3.09,1,286
Brooklyn,Williamsburg,Private room,89,1,148,3.81,1,303
Brooklyn,Bushwick,Entire home/apt,11,2,113,3.86,1,261
Queens,Forest Hills,Entire home/apt,175,2,6,0.93,1,168
Brooklyn,Crown Heights,Private room,49,1,86,2.16,1,4
Queens,Astoria,Private room,77,1,254,5.61,3,11
Manhattan,Kips Bay,Entire home/apt,220,7,36,1.65,1,91
Manhattan,Lower East Side,Entire home/apt,150,3,1,0.02,1,0
Brooklyn,Bushwick,Private room,59,1,238,3.46,3,320
Manhattan,Washington Heights,Private room,75,2,24,0.44,1,321
Manhattan,West Village,Entire home/apt,200,1,0,1.3732214298586618,1,0
Queens,Ridgewood,Private room,48,1,6,2.9,1,158
Queens,Fresh Meadows,Entire home/apt,255,1,13,2.87,5,114
Manhattan,Financial District,Entire home/apt,169,29,0,1.3732214298586618,96,170
Manhattan,Upper East Side,Entire home/apt,350,1,0,1.3732214298586618,1,0
Brooklyn,Sunset Park,Private room,40,7,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Private room,70,3,61,1.63,1,190
Brooklyn,Greenpoint,Entire home/apt,181,1,35,4.12,1,37
Manhattan,East Harlem,Entire home/apt,150,5,31,1.47,1,24
Brooklyn,Sunset Park,Private room,2000,40,28,0.54,2,0
Manhattan,Financial District,Entire home/apt,160,200,0,1.3732214298586618,1,365
Manhattan,Upper East Side,Private room,150,5,7,0.96,4,293
Manhattan,Upper East Side,Entire home/apt,250,14,0,1.3732214298586618,3,344
Queens,Woodside,Private room,53,2,23,2.15,5,156
Manhattan,Financial District,Entire home/apt,269,5,18,0.29,1,179
Brooklyn,Bushwick,Entire home/apt,225,1,8,7.27,1,141
Brooklyn,Greenpoint,Entire home/apt,299,2,76,3.11,4,0
Brooklyn,Bushwick,Private room,50,30,1,0.11,5,361
Brooklyn,Flatbush,Private room,60,14,0,1.3732214298586618,1,76
Queens,Bayside,Private room,80,1,0,1.3732214298586618,1,289
Manhattan,Upper West Side,Entire home/apt,274,4,9,3.55,1,34
Manhattan,Upper West Side,Entire home/apt,159,2,1,0.05,1,0
Manhattan,Harlem,Entire home/apt,290,3,58,1.33,1,188
Brooklyn,Bay Ridge,Entire home/apt,1800,30,0,1.3732214298586618,1,335
Manhattan,Harlem,Entire home/apt,133,14,19,0.26,1,279
Manhattan,Upper East Side,Entire home/apt,275,7,10,0.66,1,0
Manhattan,Harlem,Private room,75,2,19,1.4,2,84
Brooklyn,Crown Heights,Entire home/apt,75,2,1,0.06,1,72
Manhattan,East Village,Entire home/apt,260,2,2,0.32,2,28
Staten Island,Tompkinsville,Private room,59,3,26,1.11,3,351
Manhattan,Stuyvesant Town,Entire home/apt,170,1,17,1.12,2,0
Brooklyn,Williamsburg,Entire home/apt,300,2,13,1.01,1,365
Manhattan,Upper West Side,Private room,90,1,35,7.24,2,261
Manhattan,Upper East Side,Private room,65,2,42,1.31,2,0
Queens,Sunnyside,Private room,50,1,1,0.32,1,66
Manhattan,Harlem,Entire home/apt,400,5,15,2.88,1,148
Manhattan,Murray Hill,Private room,105,1,1,1.0,1,38
Manhattan,East Village,Entire home/apt,162,5,22,0.64,1,156
Manhattan,Harlem,Private room,70,2,17,2.44,1,27
Manhattan,Financial District,Entire home/apt,137,29,0,1.3732214298586618,327,347
Brooklyn,Greenpoint,Entire home/apt,130,2,34,3.34,1,129
Manhattan,Upper West Side,Private room,145,2,1,0.11,1,180
Brooklyn,Williamsburg,Entire home/apt,100,3,1,0.02,1,0
Manhattan,Chelsea,Entire home/apt,199,2,1,0.03,1,0
Brooklyn,DUMBO,Entire home/apt,250,1,0,1.3732214298586618,1,0
Manhattan,NoHo,Entire home/apt,250,2,22,1.04,1,89
Brooklyn,Prospect-Lefferts Gardens,Private room,35,1,45,2.42,2,52
Manhattan,Murray Hill,Entire home/apt,204,29,0,1.3732214298586618,327,326
Manhattan,East Village,Entire home/apt,349,1,8,1.88,1,352
Manhattan,East Harlem,Private room,50,1,31,2.26,1,0
Manhattan,Upper West Side,Entire home/apt,180,30,4,0.12,96,319
Brooklyn,Crown Heights,Private room,28,14,3,0.07,1,0
Brooklyn,Bedford-Stuyvesant,Private room,72,1,2,0.14,1,0
Queens,Far Rockaway,Private room,85,1,2,0.38,4,362
Brooklyn,Greenpoint,Private room,150,3,8,0.48,1,27
Manhattan,Murray Hill,Entire home/apt,199,30,2,0.06,87,364
Brooklyn,Bushwick,Private room,49,2,71,3.22,1,3
Manhattan,Chelsea,Private room,100,1,2,0.04,1,0
Brooklyn,Crown Heights,Private room,35,7,5,0.25,1,36
Manhattan,Financial District,Entire home/apt,309,1,1,0.59,8,314
Manhattan,Harlem,Entire home/apt,160,1,2,0.22,1,10
Manhattan,East Harlem,Entire home/apt,175,9,0,1.3732214298586618,1,365
Queens,Jamaica Hills,Entire home/apt,275,1,11,7.5,2,280
Brooklyn,Cobble Hill,Entire home/apt,145,1,67,3.63,2,146
Manhattan,Gramercy,Entire home/apt,249,4,26,0.62,1,281
Queens,Ozone Park,Private room,60,1,0,1.3732214298586618,1,364
Manhattan,East Village,Private room,100,7,2,0.04,1,0
Queens,Astoria,Entire home/apt,135,2,57,3.52,1,0
Brooklyn,Clinton Hill,Private room,125,2,5,0.19,4,350
Manhattan,Lower East Side,Entire home/apt,125,1,4,2.55,1,0
Manhattan,Kips Bay,Entire home/apt,200,3,3,0.28,2,13
Manhattan,East Harlem,Entire home/apt,80,10,9,0.1,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3,229,3.32,2,259
Manhattan,Hell's Kitchen,Private room,140,2,105,3.09,1,0
Bronx,Wakefield,Entire home/apt,79,3,18,0.57,1,5
Manhattan,Murray Hill,Entire home/apt,125,2,21,0.44,1,0
Manhattan,Harlem,Entire home/apt,92,5,4,0.11,2,0
Manhattan,Upper East Side,Private room,246,1,10,0.42,1,365
Manhattan,Upper West Side,Entire home/apt,275,7,15,0.29,2,45
Bronx,Highbridge,Private room,45,1,138,1.45,3,323
Manhattan,Upper West Side,Private room,60,30,0,1.3732214298586618,32,317
Queens,Long Island City,Entire home/apt,195,1,3,0.12,1,0
Manhattan,East Harlem,Private room,85,3,4,3.0,6,90
Manhattan,Harlem,Private room,81,1,102,2.7,2,90
Staten Island,Port Richmond,Private room,47,2,13,0.96,1,283
Brooklyn,DUMBO,Entire home/apt,350,2,0,1.3732214298586618,1,0
Queens,Ridgewood,Private room,42,7,3,0.09,3,0
Bronx,Kingsbridge,Entire home/apt,95,2,0,1.3732214298586618,1,47
Brooklyn,Greenpoint,Private room,75,7,3,0.16,1,0
Brooklyn,Brighton Beach,Private room,55,2,6,6.0,1,50
Manhattan,SoHo,Entire home/apt,350,3,74,1.6,1,247
Manhattan,Upper West Side,Entire home/apt,124,2,28,0.79,2,336
Manhattan,Harlem,Private room,89,2,10,2.01,2,127
Brooklyn,Park Slope,Entire home/apt,125,1,0,1.3732214298586618,1,0
Manhattan,Financial District,Entire home/apt,139,7,2,0.92,1,1
Brooklyn,Prospect-Lefferts Gardens,Private room,60,5,15,0.64,2,41
Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,3,41,1.2,1,30
Queens,Woodside,Private room,61,30,0,1.3732214298586618,103,123
Brooklyn,East Flatbush,Private room,45,1,5,0.27,1,0
Brooklyn,Greenpoint,Entire home/apt,165,2,129,2.8,2,235
Brooklyn,East Flatbush,Private room,57,30,0,1.3732214298586618,43,138
Manhattan,Hell's Kitchen,Private room,54,30,2,0.23,1,352
Bronx,Concourse,Private room,38,5,6,0.52,1,188
Manhattan,Upper West Side,Entire home/apt,295,7,2,0.03,2,0
Brooklyn,East Flatbush,Shared room,26,30,2,0.09,7,365
Brooklyn,Bedford-Stuyvesant,Private room,60,2,1,0.03,1,0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,74,2,0,1.3732214298586618,1,0
Manhattan,Murray Hill,Entire home/apt,239,1,8,4.53,1,140
Brooklyn,Williamsburg,Private room,85,1,0,1.3732214298586618,2,0
Manhattan,Greenwich Village,Private room,80,180,1,0.55,3,219
Brooklyn,Bushwick,Private room,50,3,16,0.85,1,0
Manhattan,Chelsea,Entire home/apt,215,3,9,0.27,1,0
Staten Island,Arrochar,Private room,34,4,39,1.39,8,347
Brooklyn,Crown Heights,Entire home/apt,150,5,8,0.36,1,118
Brooklyn,Bedford-Stuyvesant,Private room,65,1,4,2.35,8,12
Brooklyn,Williamsburg,Entire home/apt,249,2,54,3.17,2,154
Brooklyn,Williamsburg,Private room,200,2,0,1.3732214298586618,1,69
Manhattan,Chinatown,Private room,130,2,2,0.06,1,0
Brooklyn,Williamsburg,Private room,48,5,1,0.02,1,0
Brooklyn,Bedford-Stuyvesant,Private room,60,60,34,0.79,1,189
Manhattan,East Village,Entire home/apt,173,2,3,0.13,1,0
Brooklyn,Williamsburg,Private room,55,6,1,0.07,1,0
Queens,Ditmars Steinway,Private room,59,1,77,2.97,1,198
Queens,Woodside,Entire home/apt,60,14,3,0.3,1,4
Manhattan,East Village,Entire home/apt,225,14,1,0.05,1,0
Bronx,Fordham,Private room,40,2,15,0.83,1,220
Brooklyn,Bay Ridge,Entire home/apt,75,3,4,0.08,1,0
Manhattan,East Village,Entire home/apt,200,2,3,0.06,1,0
Manhattan,Upper East Side,Entire home/apt,117,30,0,1.3732214298586618,29,331
Manhattan,East Harlem,Private room,50,3,0,1.3732214298586618,1,41
Brooklyn,Bushwick,Entire home/apt,60,14,0,1.3732214298586618,1,0
Manhattan,Chinatown,Entire home/apt,215,1,36,1.45,4,0
Manhattan,Harlem,Private room,60,2,1,0.16,1,0
Manhattan,East Village,Entire home/apt,500,2,48,0.48,4,297
Brooklyn,Bushwick,Private room,55,30,1,0.15,17,339
Brooklyn,Crown Heights,Private room,47,1,37,2.82,2,89
Brooklyn,Greenpoint,Entire home/apt,143,1,0,1.3732214298586618,1,0
Manhattan,Two Bridges,Entire home/apt,285,2,0,1.3732214298586618,1,338
Manhattan,Hell's Kitchen,Entire home/apt,350,2,9,0.21,1,0
Manhattan,Washington Heights,Private room,43,1,10,0.82,1,116
Manhattan,Harlem,Private room,45,4,7,2.26,1,32
Manhattan,Morningside Heights,Entire home/apt,186,7,0,1.3732214298586618,1,0
Manhattan,Nolita,Entire home/apt,200,3,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Entire home/apt,120,29,2,0.38,7,0
Brooklyn,Bushwick,Entire home/apt,250,1,6,0.15,4,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,2,202,4.76,1,276
Queens,Corona,Shared room,25,1,12,6.0,8,351
Manhattan,East Village,Private room,70,1,129,5.39,1,28
Manhattan,Upper West Side,Entire home/apt,3613,1,1,1.0,12,158
Queens,Woodside,Private room,90,2,1,1.0,1,365
Manhattan,Washington Heights,Private room,109,1,2,0.29,1,270
Manhattan,Midtown,Entire home/apt,200,2,0,1.3732214298586618,1,0
Queens,Forest Hills,Private room,150,2,1,0.16,3,365
Manhattan,Lower East Side,Private room,99,1,7,2.92,3,356
Brooklyn,Cypress Hills,Private room,48,1,63,8.51,5,231
Brooklyn,Bedford-Stuyvesant,Private room,63,2,0,1.3732214298586618,2,83
Brooklyn,Bushwick,Entire home/apt,126,3,98,1.95,1,180
Manhattan,Harlem,Private room,55,4,13,2.29,7,299
Brooklyn,Carroll Gardens,Entire home/apt,199,2,17,5.05,1,31
Bronx,Claremont Village,Private room,50,2,11,6.73,2,88
Manhattan,Chelsea,Entire home/apt,250,2,45,1.9,1,90
Bronx,Wakefield,Private room,50,7,12,0.55,1,0
Manhattan,Upper East Side,Entire home/apt,200,30,9,0.21,9,332
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,78,3,53,3.77,1,74
Brooklyn,Crown Heights,Entire home/apt,69,1,7,0.23,2,0
Manhattan,Financial District,Private room,220,1,1,0.6,4,365
Brooklyn,Williamsburg,Private room,200,1,0,1.3732214298586618,1,0
Queens,Woodside,Entire home/apt,120,3,60,1.59,3,281
Manhattan,West Village,Entire home/apt,175,3,7,0.7,1,0
Brooklyn,Carroll Gardens,Entire home/apt,125,2,69,2.66,1,275
Brooklyn,Williamsburg,Private room,85,4,3,2.2,1,6
Brooklyn,Gowanus,Private room,66,3,3,0.33,1,0
Brooklyn,Bushwick,Entire home/apt,425,3,0,1.3732214298586618,1,112
Brooklyn,East Flatbush,Private room,70,7,0,1.3732214298586618,9,365
Brooklyn,Bushwick,Private room,70,3,8,1.06,3,67
Manhattan,Kips Bay,Entire home/apt,134,30,0,1.3732214298586618,1,90
Manhattan,Greenwich Village,Entire home/apt,350,3,1,0.26,1,7
Manhattan,West Village,Entire home/apt,180,4,31,2.14,1,10
Brooklyn,Bushwick,Private room,65,3,87,1.37,2,305
Queens,Elmhurst,Private room,80,2,8,1.54,2,125
Manhattan,Midtown,Entire home/apt,239,30,1,0.05,121,352
Brooklyn,Williamsburg,Private room,57,3,1,0.04,1,0
Queens,Astoria,Private room,120,5,1,0.05,2,351
Brooklyn,East New York,Private room,34,20,29,0.59,3,192
Manhattan,Midtown,Entire home/apt,149,1,0,1.3732214298586618,1,0
Manhattan,Harlem,Private room,69,2,0,1.3732214298586618,11,365
Manhattan,East Village,Private room,84,2,1,0.03,1,0
Brooklyn,Bushwick,Private room,49,1,26,1.41,3,115
Manhattan,Harlem,Private room,49,3,0,1.3732214298586618,1,0
Manhattan,Harlem,Private room,72,3,154,2.72,2,153
Manhattan,Upper East Side,Private room,105,2,8,0.3,1,0
Manhattan,Financial District,Entire home/apt,100,29,0,1.3732214298586618,327,342
Manhattan,Chelsea,Entire home/apt,195,1,71,3.2,1,12
Manhattan,East Harlem,Entire home/apt,186,2,139,3.6,3,73
Brooklyn,Fort Greene,Private room,48,30,0,1.3732214298586618,25,340
Queens,College Point,Private room,53,7,2,0.12,1,279
Manhattan,Hell's Kitchen,Entire home/apt,195,30,0,1.3732214298586618,23,364
Brooklyn,Bushwick,Private room,70,1,9,0.49,1,0
Manhattan,Chelsea,Private room,65,180,2,0.07,1,263
Manhattan,Upper West Side,Private room,112,3,126,2.92,1,230
Manhattan,East Harlem,Private room,140,2,50,1.01,2,0
Bronx,Highbridge,Private room,100,2,107,4.12,5,344
Manhattan,Upper East Side,Entire home/apt,150,1,0,1.3732214298586618,1,0
Manhattan,Greenwich Village,Entire home/apt,230,7,1,0.02,1,0
Manhattan,Washington Heights,Private room,50,4,21,1.15,1,34
Brooklyn,Bedford-Stuyvesant,Private room,50,1,0,1.3732214298586618,1,0
Manhattan,Midtown,Private room,85,4,29,0.42,1,13
Brooklyn,Windsor Terrace,Entire home/apt,140,5,28,0.6,1,192
Brooklyn,Williamsburg,Private room,100,4,1,0.06,2,0
Manhattan,East Harlem,Entire home/apt,99,14,6,0.27,1,3
Manhattan,Upper West Side,Entire home/apt,160,3,36,0.93,1,318
Manhattan,Morningside Heights,Private room,60,9,7,0.15,1,0
Manhattan,Hell's Kitchen,Private room,120,2,154,4.47,1,266
Manhattan,Chinatown,Private room,130,1,141,5.44,2,76
Queens,Elmhurst,Private room,60,2,11,1.05,2,318
Manhattan,Upper West Side,Entire home/apt,135,90,0,1.3732214298586618,8,125
Manhattan,West Village,Entire home/apt,340,30,2,0.46,1,100
Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,28,0,1.3732214298586618,2,264
Brooklyn,Bushwick,Shared room,50,1,24,0.98,7,0
Manhattan,Hell's Kitchen,Private room,129,2,13,0.27,1,176
Queens,Cambria Heights,Private room,130,2,0,1.3732214298586618,2,0
Brooklyn,Flatbush,Entire home/apt,115,3,11,1.23,1,165
Manhattan,East Harlem,Entire home/apt,159,1,15,5.11,1,152
Manhattan,Lower East Side,Private room,60,5,13,1.9,2,253
Manhattan,Harlem,Private room,71,5,6,0.18,2,305
Manhattan,Chelsea,Entire home/apt,115,1,2,0.11,1,0
Queens,Corona,Private room,50,1,6,2.43,2,164
Brooklyn,Williamsburg,Private room,100,2,11,0.18,1,0
Manhattan,East Harlem,Entire home/apt,350,3,81,3.46,2,27
Queens,Flushing,Private room,90,3,1,0.16,2,90
Manhattan,East Village,Private room,70,1,209,6.45,1,203
Brooklyn,Fort Greene,Entire home/apt,130,7,83,1.59,1,67
Brooklyn,Cypress Hills,Private room,60,3,2,0.05,1,0
Brooklyn,Prospect Heights,Private room,150,2,13,0.26,1,0
Manhattan,Harlem,Private room,59,1,0,1.3732214298586618,1,0
Manhattan,Chelsea,Entire home/apt,175,3,19,0.25,1,194
Brooklyn,Park Slope,Entire home/apt,150,10,1,0.21,1,264
Manhattan,West Village,Entire home/apt,250,3,0,1.3732214298586618,1,0
Manhattan,Theater District,Entire home/apt,89,120,0,1.3732214298586618,1,173
Manhattan,Harlem,Private room,110,1,1,1.0,1,157
Manhattan,Washington Heights,Entire home/apt,105,2,109,4.86,1,261
Brooklyn,Williamsburg,Entire home/apt,375,2,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,399,4,39,0.91,1,29
Brooklyn,Bushwick,Entire home/apt,249,6,4,1.97,2,177
Manhattan,SoHo,Entire home/apt,250,5,3,0.13,1,0
Brooklyn,Crown Heights,Entire home/apt,106,3,15,0.26,1,0
Brooklyn,Williamsburg,Private room,80,3,6,0.16,2,0
Manhattan,Greenwich Village,Entire home/apt,180,2,28,0.58,1,0
Brooklyn,Williamsburg,Private room,63,3,8,0.85,1,0
Brooklyn,Carroll Gardens,Entire home/apt,200,2,6,0.32,1,23
