neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Manhattan,Private room,80.0,1.0,58.0,3.64,1.0,3.0
Brooklyn,Entire home/apt,139.0,2.0,9.0,1.08,1.0,0.0
Brooklyn,Private room,39.0,4.0,58.0,3.16,2.0,0.0
Brooklyn,Entire home/apt,225.0,3.0,50.0,3.12,1.0,5.0
Brooklyn,Private room,55.0,3.0,55.0,3.4,4.0,0.0
Staten Island,Entire home/apt,99.0,2.0,3.0,0.36,1.0,3.0
Manhattan,Entire home/apt,145.0,1.0,23.0,1.37,1.0,3.0
Brooklyn,Entire home/apt,75.0,3.0,87.0,4.91,1.0,3.0
Brooklyn,Entire home/apt,150.0,2.0,61.0,3.42,2.0,3.0
Queens,Private room,70.0,1.0,92.0,4.96,3.0,3.0
Manhattan,Private room,150.0,2.0,24.0,1.68,3.0,5.0
Manhattan,Private room,78.0,30.0,8.0,0.45,1.0,2.0
Manhattan,Entire home/apt,220.0,30.0,2.0,0.17,4.0,1.0
Manhattan,Private room,90.0,1.0,133.0,7.79,1.0,5.0
Queens,Private room,40.0,1.0,1.0,0.21,1.0,5.0
Manhattan,Entire home/apt,240.0,30.0,3.0,0.45,9.0,2.0
Brooklyn,Entire home/apt,170.0,6.0,23.0,1.42,1.0,5.0
Brooklyn,Private room,35.0,1.0,204.0,11.17,1.0,2.0
Manhattan,Entire home/apt,250.0,30.0,3.0,0.37,9.0,2.0
Brooklyn,Entire home/apt,399.0,3.0,19.0,1.13,4.0,5.0
Manhattan,Entire home/apt,220.0,30.0,2.0,0.16,9.0,4.0
Manhattan,Entire home/apt,170.0,30.0,0.0,1.3732214298586618,9.0,4.0
Manhattan,Entire home/apt,170.0,30.0,4.0,0.3,9.0,5.0
Brooklyn,Private room,90.0,1.0,1.0,0.08,1.0,5.0
Queens,Private room,59.0,1.0,127.0,6.94,2.0,4.0
Brooklyn,Private room,100.0,1.0,18.0,0.98,1.0,5.0
Queens,Entire home/apt,80.0,2.0,83.0,4.47,1.0,2.0
Manhattan,Entire home/apt,235.0,31.0,5.0,0.4,33.0,4.0
Brooklyn,Private room,55.0,1.0,60.0,3.25,4.0,2.0
Manhattan,Entire home/apt,140.0,4.0,52.0,3.03,1.0,4.0
Brooklyn,Entire home/apt,260.0,3.0,42.0,2.94,1.0,2.0
Brooklyn,Private room,78.0,30.0,25.0,1.35,1.0,4.0
Manhattan,Entire home/apt,208.0,7.0,3.0,0.17,2.0,5.0
Brooklyn,Private room,32.0,30.0,0.0,1.3732214298586618,2.0,3.0
Manhattan,Entire home/apt,250.0,1.0,75.0,4.78,1.0,0.0
Manhattan,Private room,101.0,4.0,4.0,0.22,1.0,2.0
Brooklyn,Entire home/apt,100.0,1.0,68.0,3.74,1.0,2.0
Brooklyn,Private room,79.0,3.0,22.0,1.22,4.0,5.0
Brooklyn,Entire home/apt,190.0,4.0,42.0,2.42,5.0,5.0
Brooklyn,Private room,69.0,2.0,22.0,1.21,4.0,5.0
Queens,Private room,44.0,4.0,77.0,4.27,2.0,2.0
Manhattan,Entire home/apt,140.0,1.0,43.0,2.51,11.0,4.0
Manhattan,Entire home/apt,140.0,2.0,4.0,0.53,11.0,5.0
Brooklyn,Entire home/apt,400.0,2.0,8.0,0.55,2.0,5.0
Brooklyn,Private room,50.0,10.0,8.0,0.44,5.0,1.0
Brooklyn,Private room,35.0,1.0,27.0,1.5,1.0,2.0
Manhattan,Entire home/apt,140.0,1.0,25.0,1.67,11.0,5.0
Manhattan,Private room,75.0,2.0,39.0,2.17,1.0,5.0
Bronx,Entire home/apt,140.0,2.0,57.0,3.58,1.0,2.0
Manhattan,Entire home/apt,125.0,2.0,32.0,1.77,1.0,5.0
Manhattan,Entire home/apt,125.0,2.0,109.0,5.95,1.0,3.0
Manhattan,Private room,60.0,1.0,41.0,2.24,4.0,0.0
Manhattan,Entire home/apt,100.0,2.0,0.0,1.3732214298586618,2.0,2.0
Manhattan,Entire home/apt,350.0,3.0,1.0,0.05,1.0,4.0
Brooklyn,Entire home/apt,60.0,30.0,4.0,0.28,6.0,2.0
Queens,Private room,120.0,3.0,0.0,1.3732214298586618,1.0,3.0
Manhattan,Entire home/apt,95.0,3.0,3.0,0.2,1.0,5.0
Brooklyn,Private room,40.0,30.0,7.0,0.44,2.0,3.0
Bronx,Private room,26.0,30.0,24.0,1.39,1.0,5.0
Staten Island,Entire home/apt,95.0,30.0,25.0,1.47,4.0,3.0
Brooklyn,Private room,75.0,1.0,16.0,1.08,1.0,2.0
Manhattan,Private room,50.0,1.0,13.0,0.81,10.0,2.0
Manhattan,Entire home/apt,105.0,1.0,111.0,6.08,2.0,2.0
Manhattan,Entire home/apt,100.0,1.0,8.0,0.56,1.0,3.0
Brooklyn,Private room,89.0,1.0,92.0,5.1,7.0,5.0
Brooklyn,Private room,50.0,1.0,14.0,0.78,4.0,1.0
Queens,Private room,50.0,5.0,0.0,1.3732214298586618,2.0,3.0
Brooklyn,Entire home/apt,300.0,3.0,10.0,0.62,1.0,3.0
Queens,Entire home/apt,85.0,1.0,88.0,5.14,1.0,5.0
Brooklyn,Private room,80.0,3.0,1.0,1.0,1.0,5.0
Manhattan,Private room,350.0,3.0,0.0,1.3732214298586618,1.0,0.0
Manhattan,Private room,65.0,3.0,15.0,0.88,1.0,1.0
Manhattan,Entire home/apt,180.0,30.0,2.0,0.16,9.0,4.0
Brooklyn,Entire home/apt,111.0,6.0,2.0,0.18,1.0,4.0
Brooklyn,Private room,35.0,3.0,18.0,1.02,13.0,2.0
Brooklyn,Private room,30.0,1.0,70.0,3.97,5.0,2.0
Brooklyn,Private room,90.0,1.0,10.0,0.72,1.0,2.0
Brooklyn,Entire home/apt,89.0,2.0,43.0,2.74,1.0,2.0
Manhattan,Entire home/apt,255.0,2.0,69.0,3.85,1.0,2.0
Brooklyn,Private room,44.0,6.0,4.0,0.23,1.0,3.0
Manhattan,Private room,30.0,1.0,6.0,0.33,1.0,2.0
Brooklyn,Private room,75.0,2.0,5.0,0.35,2.0,3.0
Brooklyn,Private room,72.0,1.0,12.0,0.69,1.0,5.0
Brooklyn,Private room,39.0,30.0,0.0,1.3732214298586618,1.0,3.0
Brooklyn,Private room,75.0,2.0,85.0,4.65,2.0,1.0
Brooklyn,Entire home/apt,350.0,3.0,6.0,0.43,3.0,3.0
Bronx,Entire home/apt,80.0,3.0,26.0,1.68,1.0,2.0
Brooklyn,Entire home/apt,550.0,2.0,92.0,5.24,5.0,0.0
Brooklyn,Private room,108.0,3.0,12.0,0.79,1.0,5.0
Brooklyn,Private room,38.0,1.0,48.0,2.64,6.0,4.0
Brooklyn,Entire home/apt,800.0,5.0,6.0,0.34,1.0,5.0
Bronx,Private room,40.0,2.0,15.0,0.83,1.0,5.0
Manhattan,Private room,88.0,1.0,5.0,1.0,1.0,5.0
Manhattan,Private room,70.0,1.0,52.0,2.88,1.0,4.0
Bronx,Entire home/apt,145.0,2.0,14.0,0.77,1.0,4.0
Brooklyn,Private room,150.0,3.0,8.0,0.48,1.0,5.0
Queens,Private room,35.0,4.0,39.0,2.2,3.0,0.0
Brooklyn,Entire home/apt,70.0,28.0,4.0,0.3,1.0,4.0
Brooklyn,Entire home/apt,89.0,2.0,74.0,4.38,1.0,3.0
Queens,Entire home/apt,300.0,3.0,0.0,1.3732214298586618,1.0,5.0
Brooklyn,Entire home/apt,180.0,30.0,54.0,2.98,1.0,5.0
Manhattan,Private room,94.0,1.0,65.0,3.68,1.0,5.0
Manhattan,Entire home/apt,150.0,1.0,79.0,4.55,1.0,2.0
Brooklyn,Entire home/apt,125.0,2.0,80.0,4.44,2.0,0.0
Queens,Private room,69.0,5.0,11.0,0.69,5.0,4.0
Manhattan,Entire home/apt,170.0,30.0,1.0,0.08,7.0,2.0
Brooklyn,Entire home/apt,105.0,5.0,8.0,0.53,2.0,2.0
Brooklyn,Shared room,23.0,1.0,57.0,3.27,1.0,3.0
Brooklyn,Private room,54.0,2.0,96.0,5.43,1.0,5.0
Brooklyn,Private room,69.0,2.0,16.0,1.07,2.0,2.0
Manhattan,Entire home/apt,450.0,14.0,13.0,0.77,4.0,0.0
Manhattan,Entire home/apt,490.0,14.0,14.0,0.81,4.0,1.0
Queens,Private room,78.0,1.0,15.0,0.96,1.0,4.0
Brooklyn,Entire home/apt,179.0,3.0,30.0,1.68,2.0,1.0
Brooklyn,Entire home/apt,245.0,2.0,59.0,3.69,1.0,2.0
Manhattan,Entire home/apt,100.0,10.0,2.0,0.15,1.0,3.0
Manhattan,Entire home/apt,160.0,1.0,2.0,0.31,2.0,5.0
Manhattan,Private room,35.0,1.0,0.0,1.3732214298586618,1.0,3.0
Manhattan,Entire home/apt,280.0,1.0,66.0,3.88,1.0,1.0
Brooklyn,Entire home/apt,175.0,3.0,46.0,2.84,1.0,2.0
Brooklyn,Private room,100.0,1.0,35.0,2.04,2.0,1.0
Brooklyn,Private room,80.0,1.0,62.0,4.83,2.0,3.0
Brooklyn,Entire home/apt,185.0,2.0,14.0,0.82,1.0,0.0
Manhattan,Entire home/apt,60.0,14.0,0.0,1.3732214298586618,1.0,0.0
Brooklyn,Entire home/apt,140.0,4.0,50.0,2.99,2.0,2.0
Manhattan,Entire home/apt,140.0,3.0,33.0,1.91,1.0,5.0
Queens,Entire home/apt,95.0,2.0,57.0,3.57,2.0,1.0
Brooklyn,Private room,49.0,7.0,6.0,0.41,2.0,5.0
Brooklyn,Private room,58.0,1.0,11.0,1.77,1.0,5.0
Manhattan,Entire home/apt,175.0,3.0,21.0,1.3,1.0,3.0
Manhattan,Private room,32.0,4.0,45.0,2.53,2.0,0.0
Manhattan,Entire home/apt,100.0,1.0,57.0,3.62,1.0,5.0
Brooklyn,Private room,35.0,10.0,5.0,0.29,2.0,3.0
Brooklyn,Private room,55.0,14.0,3.0,0.21,2.0,2.0
Manhattan,Private room,95.0,1.0,49.0,2.72,2.0,5.0
Manhattan,Entire home/apt,416.0,4.0,37.0,2.17,1.0,5.0
Manhattan,Private room,125.0,1.0,0.0,1.3732214298586618,1.0,3.0
Brooklyn,Private room,100.0,2.0,31.0,1.71,5.0,2.0
Brooklyn,Private room,40.0,4.0,4.0,0.23,4.0,2.0
Queens,Private room,55.0,2.0,58.0,3.81,1.0,1.0
Brooklyn,Entire home/apt,120.0,4.0,31.0,1.88,4.0,0.0
Brooklyn,Private room,39.0,3.0,20.0,1.29,1.0,2.0
Manhattan,Private room,38.0,2.0,23.0,1.43,1.0,5.0
Queens,Private room,45.0,1.0,61.0,3.52,6.0,0.0
Queens,Private room,60.0,1.0,76.0,4.43,1.0,4.0
Manhattan,Entire home/apt,225.0,4.0,9.0,0.65,1.0,5.0
Queens,Private room,25.0,2.0,75.0,4.29,6.0,4.0
Queens,Private room,25.0,1.0,101.0,5.59,6.0,0.0
Manhattan,Entire home/apt,200.0,5.0,46.0,2.63,1.0,5.0
Manhattan,Entire home/apt,100.0,30.0,1.0,0.06,1.0,5.0
Staten Island,Entire home/apt,65.0,4.0,63.0,3.63,3.0,0.0
Queens,Entire home/apt,45.0,3.0,27.0,3.65,1.0,4.0
Manhattan,Entire home/apt,200.0,30.0,0.0,1.3732214298586618,7.0,0.0
Manhattan,Private room,75.0,30.0,0.0,1.3732214298586618,1.0,0.0
Brooklyn,Private room,50.0,3.0,3.0,0.28,1.0,3.0
Brooklyn,Private room,125.0,2.0,50.0,3.19,1.0,3.0
Brooklyn,Private room,70.0,7.0,0.0,1.3732214298586618,1.0,2.0
Manhattan,Entire home/apt,100.0,3.0,52.0,3.2,1.0,0.0
Brooklyn,Entire home/apt,169.0,2.0,95.0,5.27,1.0,5.0
Manhattan,Entire home/apt,200.0,30.0,0.0,1.3732214298586618,7.0,1.0
Manhattan,Entire home/apt,225.0,30.0,1.0,0.07,7.0,0.0
Manhattan,Entire home/apt,545.0,2.0,47.0,2.79,1.0,2.0
Queens,Entire home/apt,200.0,5.0,19.0,1.18,1.0,2.0
Brooklyn,Private room,71.0,5.0,19.0,1.29,7.0,4.0
Manhattan,Private room,395.0,3.0,0.0,1.3732214298586618,1.0,0.0
Brooklyn,Private room,38.0,1.0,33.0,1.83,6.0,5.0
Brooklyn,Private room,70.0,2.0,11.0,0.67,1.0,4.0
Brooklyn,Private room,69.0,2.0,21.0,1.2,2.0,5.0
Manhattan,Entire home/apt,155.0,1.0,80.0,4.62,3.0,3.0
Manhattan,Entire home/apt,165.0,2.0,4.0,0.24,1.0,3.0
Manhattan,Private room,90.0,2.0,12.0,0.79,1.0,2.0
Brooklyn,Private room,55.0,2.0,32.0,1.84,3.0,0.0
Queens,Entire home/apt,150.0,2.0,54.0,3.21,2.0,2.0
Manhattan,Entire home/apt,170.0,30.0,0.0,1.3732214298586618,7.0,3.0
Manhattan,Entire home/apt,95.0,4.0,34.0,2.03,1.0,2.0
Brooklyn,Private room,22.0,7.0,5.0,0.3,1.0,4.0
Manhattan,Private room,150.0,3.0,1.0,0.07,1.0,4.0
Brooklyn,Entire home/apt,130.0,4.0,53.0,3.66,2.0,3.0
Manhattan,Entire home/apt,170.0,30.0,0.0,1.3732214298586618,7.0,5.0
Brooklyn,Private room,55.0,2.0,9.0,0.8,1.0,2.0
Manhattan,Entire home/apt,135.0,3.0,49.0,2.71,2.0,5.0
Brooklyn,Entire home/apt,100.0,30.0,5.0,0.33,1.0,1.0
Brooklyn,Private room,76.0,3.0,23.0,1.37,1.0,5.0
Brooklyn,Entire home/apt,97.0,2.0,44.0,2.92,1.0,0.0
Manhattan,Entire home/apt,175.0,4.0,8.0,0.51,2.0,2.0
Brooklyn,Entire home/apt,150.0,3.0,27.0,1.58,7.0,2.0
Manhattan,Private room,175.0,2.0,0.0,1.3732214298586618,1.0,4.0
Brooklyn,Private room,45.0,2.0,49.0,3.15,1.0,0.0
Brooklyn,Entire home/apt,160.0,4.0,4.0,0.3,1.0,2.0
Queens,Private room,60.0,1.0,38.0,2.28,7.0,2.0
Manhattan,Private room,300.0,1.0,64.0,3.59,2.0,0.0
Brooklyn,Private room,55.0,2.0,20.0,1.4,3.0,2.0
Manhattan,Entire home/apt,800.0,2.0,0.0,1.3732214298586618,1.0,3.0
Manhattan,Private room,120.0,60.0,0.0,1.3732214298586618,1.0,4.0
Manhattan,Private room,99.0,1.0,45.0,2.7,5.0,4.0
Brooklyn,Entire home/apt,90.0,5.0,23.0,1.7,1.0,2.0
Bronx,Entire home/apt,40.0,5.0,45.0,2.51,1.0,3.0
Queens,Private room,54.0,30.0,5.0,0.39,3.0,3.0
Brooklyn,Private room,138.0,1.0,75.0,4.59,2.0,2.0
Brooklyn,Private room,66.0,14.0,1.0,0.13,1.0,1.0
Manhattan,Private room,109.0,1.0,91.0,5.11,2.0,5.0
Brooklyn,Entire home/apt,110.0,2.0,34.0,3.03,1.0,4.0
Brooklyn,Entire home/apt,119.0,5.0,25.0,1.49,2.0,4.0
Manhattan,Entire home/apt,375.0,4.0,35.0,2.19,1.0,3.0
Brooklyn,Entire home/apt,58.0,30.0,4.0,0.26,6.0,3.0
Brooklyn,Private room,85.0,3.0,11.0,0.82,1.0,3.0
Brooklyn,Private room,68.0,2.0,10.0,0.94,3.0,2.0
Manhattan,Entire home/apt,90.0,4.0,5.0,0.31,1.0,5.0
Manhattan,Private room,90.0,2.0,30.0,1.88,2.0,3.0
Staten Island,Entire home/apt,75.0,1.0,20.0,1.55,1.0,4.0
Brooklyn,Entire home/apt,130.0,3.0,36.0,2.23,1.0,3.0
Brooklyn,Private room,100.0,3.0,19.0,1.35,1.0,5.0
Brooklyn,Entire home/apt,345.0,2.0,47.0,3.24,2.0,5.0
Manhattan,Entire home/apt,150.0,60.0,6.0,0.36,3.0,4.0
Queens,Private room,80.0,3.0,22.0,1.28,1.0,4.0
Manhattan,Entire home/apt,100.0,1.0,4.0,0.22,1.0,3.0
Manhattan,Private room,120.0,2.0,11.0,0.66,2.0,5.0
Manhattan,Private room,48.0,30.0,5.0,0.32,3.0,3.0
Brooklyn,Entire home/apt,175.0,5.0,4.0,0.31,1.0,5.0
Brooklyn,Entire home/apt,95.0,3.0,4.0,0.23,2.0,3.0
Brooklyn,Private room,40.0,1.0,4.0,0.25,1.0,5.0
Manhattan,Entire home/apt,339.0,3.0,19.0,1.25,1.0,5.0
Brooklyn,Entire home/apt,79.0,1.0,8.0,0.47,2.0,1.0
Queens,Private room,50.0,1.0,302.0,16.81,3.0,2.0
Manhattan,Private room,40.0,3.0,33.0,2.05,1.0,3.0
Manhattan,Shared room,85.0,1.0,1.0,0.11,1.0,5.0
Brooklyn,Entire home/apt,129.0,1.0,67.0,3.97,5.0,5.0
Brooklyn,Entire home/apt,105.0,3.0,41.0,2.46,1.0,2.0
Manhattan,Entire home/apt,265.0,2.0,42.0,2.45,1.0,2.0
Brooklyn,Private room,35.0,1.0,5.0,0.46,3.0,3.0
Brooklyn,Private room,69.0,14.0,6.0,0.35,2.0,1.0
Brooklyn,Entire home/apt,250.0,1.0,45.0,2.56,1.0,1.0
Manhattan,Entire home/apt,120.0,180.0,3.0,0.42,1.0,3.0
Manhattan,Private room,52.0,1.0,46.0,2.73,1.0,5.0
Queens,Private room,130.0,1.0,4.0,0.27,1.0,4.0
Brooklyn,Private room,45.0,2.0,26.0,1.6,1.0,3.0
Manhattan,Entire home/apt,150.0,30.0,1.0,0.09,1.0,1.0
Brooklyn,Entire home/apt,80.0,5.0,55.0,3.31,1.0,3.0
Manhattan,Entire home/apt,200.0,2.0,20.0,1.17,3.0,2.0
Queens,Private room,50.0,7.0,14.0,1.03,1.0,4.0
Bronx,Entire home/apt,150.0,1.0,9.0,0.72,1.0,0.0
Brooklyn,Entire home/apt,1680.0,1.0,0.0,1.3732214298586618,12.0,2.0
Manhattan,Entire home/apt,7703.0,1.0,0.0,1.3732214298586618,12.0,3.0
Manhattan,Entire home/apt,3518.0,1.0,0.0,1.3732214298586618,12.0,5.0
Manhattan,Entire home/apt,6419.0,1.0,0.0,1.3732214298586618,12.0,3.0
Brooklyn,Entire home/apt,2626.0,1.0,0.0,1.3732214298586618,12.0,2.0
Brooklyn,Entire home/apt,2103.0,1.0,0.0,1.3732214298586618,12.0,0.0
Brooklyn,Entire home/apt,125.0,2.0,61.0,3.47,3.0,5.0
Queens,Private room,140.0,2.0,14.0,0.81,7.0,2.0
Manhattan,Entire home/apt,220.0,1.0,9.0,1.79,1.0,3.0
Brooklyn,Private room,30.0,3.0,32.0,1.85,1.0,3.0
Manhattan,Private room,79.0,2.0,88.0,5.69,1.0,0.0
Queens,Private room,90.0,1.0,4.0,2.26,1.0,3.0
Brooklyn,Private room,69.0,4.0,16.0,0.95,1.0,3.0
Manhattan,Private room,49.0,30.0,11.0,0.79,4.0,5.0
Bronx,Private room,50.0,5.0,4.0,0.26,2.0,3.0
Manhattan,Private room,69.0,2.0,4.0,0.29,11.0,0.0
Manhattan,Private room,69.0,1.0,4.0,0.29,11.0,2.0
Manhattan,Private room,65.0,1.0,3.0,0.18,11.0,4.0
Manhattan,Entire home/apt,200.0,30.0,3.0,0.28,4.0,1.0
Brooklyn,Entire home/apt,150.0,3.0,1.0,0.08,1.0,5.0
Brooklyn,Entire home/apt,110.0,5.0,28.0,1.71,1.0,2.0
Manhattan,Private room,69.0,8.0,6.0,0.37,2.0,4.0
Manhattan,Private room,60.0,1.0,103.0,5.94,1.0,1.0
Queens,Entire home/apt,100.0,1.0,44.0,4.33,1.0,5.0
Brooklyn,Entire home/apt,92.0,2.0,42.0,2.47,1.0,5.0
Queens,Private room,98.0,1.0,26.0,1.48,1.0,5.0
Brooklyn,Private room,175.0,3.0,0.0,1.3732214298586618,1.0,0.0
Manhattan,Private room,69.0,1.0,1.0,0.06,11.0,0.0
Manhattan,Private room,55.0,1.0,28.0,2.54,1.0,5.0
Manhattan,Private room,65.0,1.0,0.0,1.3732214298586618,11.0,0.0
Manhattan,Private room,65.0,1.0,1.0,0.07,11.0,5.0
Brooklyn,Private room,40.0,1.0,120.0,6.77,1.0,0.0
Brooklyn,Private room,68.0,1.0,18.0,1.06,1.0,0.0
Brooklyn,Entire home/apt,600.0,2.0,26.0,1.59,1.0,5.0
Queens,Private room,60.0,1.0,123.0,7.07,1.0,2.0
Manhattan,Private room,120.0,1.0,14.0,0.81,3.0,0.0
Brooklyn,Entire home/apt,105.0,1.0,72.0,4.08,2.0,4.0
Brooklyn,Entire home/apt,150.0,2.0,19.0,1.13,1.0,3.0
Queens,Entire home/apt,175.0,2.0,45.0,2.84,1.0,1.0
Brooklyn,Private room,50.0,3.0,20.0,1.15,6.0,2.0
Queens,Private room,50.0,25.0,5.0,0.33,3.0,2.0
Manhattan,Private room,60.0,90.0,0.0,1.3732214298586618,1.0,3.0
Manhattan,Private room,69.0,3.0,17.0,1.27,1.0,3.0
Brooklyn,Entire home/apt,80.0,90.0,23.0,1.38,1.0,3.0
Brooklyn,Entire home/apt,480.0,7.0,2.0,0.13,1.0,5.0
Brooklyn,Private room,46.0,3.0,7.0,0.4,5.0,5.0
Manhattan,Entire home/apt,150.0,2.0,3.0,0.17,1.0,5.0
Brooklyn,Private room,55.0,1.0,36.0,2.07,1.0,4.0
Brooklyn,Private room,58.0,3.0,9.0,0.52,4.0,4.0
Brooklyn,Private room,58.0,3.0,11.0,0.64,4.0,5.0
Manhattan,Entire home/apt,280.0,3.0,0.0,1.3732214298586618,1.0,5.0
Brooklyn,Entire home/apt,69.0,2.0,64.0,3.95,2.0,4.0
Manhattan,Entire home/apt,110.0,7.0,19.0,1.11,1.0,4.0
Brooklyn,Entire home/apt,249.0,2.0,54.0,3.17,2.0,5.0
Queens,Shared room,32.0,2.0,28.0,1.64,2.0,5.0
Brooklyn,Entire home/apt,140.0,2.0,54.0,3.17,2.0,5.0
Brooklyn,Private room,50.0,3.0,1.0,0.07,1.0,3.0
Brooklyn,Private room,80.0,1.0,1.0,0.07,1.0,2.0
Brooklyn,Private room,58.0,2.0,38.0,2.38,1.0,3.0
Brooklyn,Private room,38.0,2.0,13.0,0.93,2.0,5.0
Brooklyn,Entire home/apt,80.0,1.0,53.0,3.02,3.0,5.0
Brooklyn,Entire home/apt,73.0,31.0,4.0,0.31,1.0,4.0
Manhattan,Entire home/apt,169.0,1.0,67.0,3.81,1.0,2.0
Manhattan,Entire home/apt,145.0,7.0,9.0,0.55,1.0,3.0
Brooklyn,Entire home/apt,195.0,6.0,6.0,0.4,2.0,5.0
Manhattan,Entire home/apt,199.0,5.0,6.0,0.44,1.0,1.0
Manhattan,Entire home/apt,100.0,31.0,1.0,0.09,3.0,0.0
Manhattan,Private room,90.0,5.0,11.0,0.69,2.0,2.0
Queens,Entire home/apt,78.0,4.0,26.0,1.53,1.0,5.0
Manhattan,Private room,110.0,1.0,135.0,7.67,3.0,3.0
Manhattan,Entire home/apt,188.0,30.0,40.0,2.35,1.0,1.0
Brooklyn,Private room,45.0,2.0,48.0,2.81,2.0,0.0
Brooklyn,Entire home/apt,169.0,3.0,22.0,1.3,1.0,3.0
Manhattan,Entire home/apt,275.0,2.0,63.0,3.9,1.0,5.0
Manhattan,Entire home/apt,189.0,30.0,3.0,0.21,5.0,4.0
Brooklyn,Private room,60.0,1.0,19.0,1.17,1.0,3.0
Brooklyn,Entire home/apt,149.0,3.0,38.0,2.38,1.0,1.0
Queens,Entire home/apt,199.0,2.0,50.0,2.95,1.0,3.0
Queens,Private room,72.0,1.0,5.0,0.4,1.0,5.0
Manhattan,Entire home/apt,120.0,30.0,3.0,0.25,20.0,1.0
Brooklyn,Private room,65.0,2.0,74.0,4.3,1.0,5.0
Brooklyn,Entire home/apt,98.0,3.0,45.0,2.56,1.0,2.0
Brooklyn,Private room,50.0,6.0,3.0,0.28,3.0,1.0
Manhattan,Entire home/apt,189.0,29.0,3.0,0.27,1.0,5.0
Manhattan,Shared room,75.0,1.0,30.0,2.92,1.0,2.0
Brooklyn,Private room,36.0,28.0,1.0,0.06,1.0,5.0
Brooklyn,Private room,25.0,30.0,6.0,0.58,3.0,5.0
Manhattan,Private room,84.0,4.0,14.0,0.82,1.0,4.0
Manhattan,Entire home/apt,295.0,1.0,114.0,6.68,1.0,0.0
Manhattan,Entire home/apt,220.0,3.0,36.0,2.11,1.0,2.0
Brooklyn,Entire home/apt,150.0,3.0,43.0,2.86,1.0,5.0
Manhattan,Private room,89.0,1.0,63.0,3.74,1.0,5.0
Brooklyn,Entire home/apt,128.0,5.0,56.0,3.32,1.0,3.0
Manhattan,Entire home/apt,130.0,3.0,3.0,0.21,1.0,5.0
Brooklyn,Private room,50.0,2.0,13.0,1.38,1.0,5.0
Manhattan,Private room,110.0,2.0,13.0,0.74,3.0,5.0
Queens,Private room,45.0,5.0,3.0,0.2,2.0,0.0
Brooklyn,Entire home/apt,150.0,2.0,59.0,3.55,1.0,2.0
Brooklyn,Private room,35.0,1.0,77.0,4.67,5.0,5.0
Brooklyn,Entire home/apt,69.0,3.0,85.0,5.0,1.0,0.0
Queens,Entire home/apt,150.0,2.0,54.0,3.1,7.0,2.0
Brooklyn,Entire home/apt,140.0,4.0,19.0,1.32,1.0,5.0
Brooklyn,Private room,150.0,1.0,0.0,1.3732214298586618,1.0,5.0
Manhattan,Entire home/apt,299.0,2.0,0.0,1.3732214298586618,1.0,5.0
Brooklyn,Entire home/apt,57.0,3.0,94.0,5.4,2.0,0.0
Queens,Private room,25.0,3.0,60.0,3.61,1.0,5.0
Queens,Entire home/apt,175.0,1.0,21.0,1.2,1.0,2.0
Brooklyn,Entire home/apt,450.0,2.0,27.0,1.79,2.0,2.0
Queens,Entire home/apt,200.0,2.0,58.0,3.6,1.0,2.0
Queens,Private room,55.0,2.0,11.0,0.71,2.0,5.0
Manhattan,Entire home/apt,400.0,2.0,2.0,0.19,2.0,5.0
Queens,Entire home/apt,140.0,1.0,67.0,4.14,1.0,3.0
Manhattan,Private room,160.0,4.0,23.0,2.29,1.0,5.0
Queens,Private room,100.0,1.0,13.0,0.91,1.0,2.0
Manhattan,Private room,90.0,2.0,12.0,0.71,2.0,5.0
Brooklyn,Entire home/apt,200.0,3.0,19.0,1.1,1.0,2.0
Brooklyn,Private room,169.0,1.0,2.0,0.16,3.0,5.0
Queens,Private room,65.0,2.0,29.0,1.68,1.0,4.0
Brooklyn,Private room,65.0,3.0,22.0,1.4,1.0,3.0
Manhattan,Entire home/apt,350.0,3.0,15.0,0.9,1.0,2.0
Brooklyn,Entire home/apt,115.0,3.0,37.0,2.29,1.0,3.0
Brooklyn,Private room,74.0,3.0,37.0,2.27,1.0,1.0
Manhattan,Entire home/apt,148.0,4.0,20.0,1.39,1.0,1.0
Brooklyn,Private room,35.0,1.0,67.0,3.83,5.0,0.0
Brooklyn,Entire home/apt,125.0,3.0,63.0,4.36,1.0,2.0
Manhattan,Private room,65.0,1.0,50.0,3.69,1.0,0.0
Brooklyn,Entire home/apt,150.0,1.0,14.0,0.82,2.0,3.0
Manhattan,Entire home/apt,150.0,30.0,5.0,0.3,1.0,5.0
Bronx,Entire home/apt,69.0,3.0,69.0,4.21,1.0,5.0
Manhattan,Entire home/apt,115.0,3.0,67.0,3.98,2.0,3.0
Brooklyn,Private room,100.0,1.0,43.0,2.65,1.0,5.0
Queens,Entire home/apt,125.0,3.0,56.0,3.76,1.0,3.0
Manhattan,Entire home/apt,399.0,4.0,43.0,2.55,1.0,1.0
Manhattan,Entire home/apt,100.0,3.0,16.0,0.95,1.0,5.0
Manhattan,Entire home/apt,495.0,6.0,12.0,0.84,4.0,0.0
Manhattan,Entire home/apt,120.0,4.0,21.0,1.25,1.0,4.0
Queens,Private room,50.0,2.0,51.0,3.17,1.0,3.0
Bronx,Entire home/apt,119.0,3.0,28.0,1.68,1.0,3.0
Brooklyn,Entire home/apt,200.0,3.0,40.0,2.3,2.0,3.0
